Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
sheep,5,102.4,loss of appetite,painless lumps,depression,lumpy virus
sheep,7,104.2,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,6,103.6,coughing,loss of appetite,depression,pneumonia
sheep,8,101.4,painless lumps,depression,loss of appetite,lumpy virus
cow,7,102.0,crackling sound,loss of appetite,swelling in limb,blackleg
buffalo,11,100.8,depression,swelling in limb,crackling sound,blackleg
cow,11,100.9,nasal discharge,loss of appetite,depression,pneumonia
sheep,9,100.2,sores on gums,lameness,loss of appetite,foot and mouth
sheep,3,101.7,depression,painless lumps,loss of appetite,lumpy virus
sheep,4,100.1,loss of appetite,lameness,blisters on tongue,foot and mouth
goat,9,103.7,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,7,103.8,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,4,101.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,11,101.3,loss of appetite,depression,painless lumps,lumpy virus
sheep,4,100.6,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,15,102.9,loss of appetite,painless lumps,depression,lumpy virus
sheep,5,103.8,sweats,chills,chest discomfort,anthrax
goat,3,101.9,blisters on mouth,loss of appetite,lameness,foot and mouth
goat,7,101.1,loss of appetite,coughing,depression,pneumonia
cow,13,100.8,sweats,fatigue,chills,anthrax
cow,2,102.0,difficulty walking,crackling sound,swelling in limb,blackleg
buffalo,6,101.8,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,14,104.6,difficult breathing,depression,loss of appetite,pneumonia
buffalo,15,100.7,difficult breathing,depression,loss of appetite,pneumonia
buffalo,10,100.2,depression,difficulty walking,loss of appetite,blackleg
cow,2,101.0,blisters on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,9,102.7,loss of appetite,swelling in limb,depression,blackleg
buffalo,14,100.7,loss of appetite,swelling in limb,depression,blackleg
cow,4,100.8,loss of appetite,painless lumps,depression,lumpy virus
cow,8,101.1,lameness,crackling sound,depression,blackleg
cow,13,101.9,lameness,swelling in muscle,crackling sound,blackleg
cow,8,101.3,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,4,102.6,swelling in extremities,fatigue,chest discomfort,anthrax
sheep,2,102.0,depression,loss of appetite,painless lumps,lumpy virus
goat,4,101.1,sweats,swelling in extremities,fatigue,anthrax
sheep,8,104.0,lameness,crackling sound,depression,blackleg
goat,3,102.6,chills,chest discomfort,swelling in extremities,anthrax
sheep,5,101.7,crackling sound,depression,loss of appetite,blackleg
cow,7,102.5,swelling in muscle,crackling sound,depression,blackleg
sheep,5,100.3,loss of appetite,lameness,blisters on tongue,foot and mouth
goat,6,102.7,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.2,fatigue,chills,swelling in extremities,anthrax
buffalo,11,101.7,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,8,104.1,depression,difficulty walking,loss of appetite,blackleg
buffalo,1,102.2,sores on hooves,difficulty walking,loss of appetite,foot and mouth
cow,11,100.2,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,5,102.6,swelling in muscle,lameness,crackling sound,blackleg
buffalo,8,104.2,chest discomfort,chills,shortness of breath,anthrax
buffalo,5,102.6,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.8,sores on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,8,104.2,depression,loss of appetite,painless lumps,lumpy virus
goat,9,102.6,loss of appetite,depression,lameness,blackleg
goat,3,100.5,sweats,shortness of breath,fatigue,anthrax
buffalo,1,102.7,sweats,chest discomfort,swelling in abdomen,anthrax
buffalo,2,102.7,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,4,101.4,chest discomfort,fatigue,sweats,anthrax
buffalo,11,101.5,sweats,shortness of breath,fatigue,anthrax
cow,2,101.0,depression,difficulty walking,crackling sound,blackleg
buffalo,6,102.0,loss of appetite,depression,difficult breathing,pneumonia
buffalo,2,100.5,loss of appetite,depression,swelling in muscle,blackleg
goat,1,101.0,crackling sound,difficulty walking,depression,blackleg
cow,13,101.9,loss of appetite,depression,painless lumps,lumpy virus
sheep,7,102.5,loss of appetite,painless lumps,depression,lumpy virus
goat,8,103.6,loss of appetite,depression,painless lumps,lumpy virus
goat,6,103.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,7,101.7,loss of appetite,sores on hooves,lameness,foot and mouth
goat,8,103.7,depression,nasal discharge,loss of appetite,pneumonia
cow,4,101.0,coughing,loss of appetite,depression,pneumonia
goat,5,100.6,lameness,depression,crackling sound,blackleg
cow,3,102.9,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,6,103.8,depression,painless lumps,loss of appetite,lumpy virus
cow,9,104.4,sweats,swelling in neck,chills,anthrax
buffalo,8,100.9,nasal discharge,loss of appetite,depression,pneumonia
cow,13,104.1,loss of appetite,crackling sound,depression,blackleg
buffalo,3,103.6,loss of appetite,painless lumps,depression,lumpy virus
goat,5,103.3,chest discomfort,shortness of breath,fatigue,anthrax
cow,9,103.1,shortness of breath,chills,sweats,anthrax
sheep,9,101.8,sores on tongue,lameness,loss of appetite,foot and mouth
cow,2,100.2,loss of appetite,swelling in muscle,depression,blackleg
sheep,8,102.4,loss of appetite,depression,nasal discharge,pneumonia
cow,3,103.7,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,1,101.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,9,101.2,fatigue,shortness of breath,chest discomfort,anthrax
sheep,6,101.8,chills,swelling in neck,chest discomfort,anthrax
goat,8,101.6,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,10,104.0,difficult breathing,depression,loss of appetite,pneumonia
buffalo,15,102.3,loss of appetite,painless lumps,depression,lumpy virus
goat,3,104.9,depression,loss of appetite,coughing,pneumonia
goat,1,104.4,loss of appetite,painless lumps,depression,lumpy virus
cow,11,100.3,chills,swelling in abdomen,sweats,anthrax
buffalo,13,102.6,lameness,blisters on hooves,loss of appetite,foot and mouth
sheep,1,101.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3,102.0,loss of appetite,depression,painless lumps,lumpy virus
cow,5,102.2,loss of appetite,lameness,sores on tongue,foot and mouth
sheep,7,101.4,loss of appetite,painless lumps,depression,lumpy virus
sheep,10,101.6,swelling in limb,loss of appetite,depression,blackleg
goat,5,103.3,chest discomfort,fatigue,sweats,anthrax
buffalo,6,101.9,loss of appetite,lameness,crackling sound,blackleg
cow,6,101.4,depression,nasal discharge,loss of appetite,pneumonia
goat,1,103.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,1,101.8,crackling sound,depression,lameness,blackleg
cow,2,103.2,crackling sound,lameness,depression,blackleg
cow,13,102.4,painless lumps,depression,loss of appetite,lumpy virus
cow,1,101.0,swelling in muscle,difficulty walking,crackling sound,blackleg
cow,9,101.8,painless lumps,loss of appetite,depression,lumpy virus
goat,2,104.0,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,14,101.7,crackling sound,depression,swelling in muscle,blackleg
cow,9,103.1,coughing,depression,loss of appetite,pneumonia
sheep,10,102.2,painless lumps,depression,loss of appetite,lumpy virus
cow,14,103.3,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,2,101.9,depression,loss of appetite,nasal discharge,pneumonia
goat,8,101.9,depression,nasal discharge,loss of appetite,pneumonia
sheep,5,101.8,coughing,loss of appetite,depression,pneumonia
sheep,3,101.5,swelling in muscle,crackling sound,difficulty walking,blackleg
sheep,7,102.8,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,3,102.6,swelling in neck,sweats,chest discomfort,anthrax
sheep,3,104.9,loss of appetite,lameness,swelling in limb,blackleg
cow,3,100.3,painless lumps,depression,loss of appetite,lumpy virus
sheep,5,103.5,sweats,swelling in extremities,fatigue,anthrax
sheep,1,104.1,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
goat,7,102.7,nasal discharge,depression,loss of appetite,pneumonia
buffalo,10,100.7,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,6,104.3,crackling sound,depression,lameness,blackleg
sheep,5,101.6,painless lumps,loss of appetite,depression,lumpy virus
cow,6,100.8,crackling sound,depression,loss of appetite,blackleg
sheep,2,102.3,chest discomfort,shortness of breath,sweats,anthrax
sheep,7,101.5,depression,painless lumps,loss of appetite,lumpy virus
cow,5,100.1,depression,loss of appetite,swelling in muscle,blackleg
buffalo,2,103.2,lameness,loss of appetite,blisters on mouth,foot and mouth
buffalo,11,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,15,101.1,shortness of breath,sweats,swelling in extremities,anthrax
buffalo,10,102.5,loss of appetite,sores on mouth,lameness,foot and mouth
sheep,4,102.3,depression,loss of appetite,coughing,pneumonia
sheep,8,103.3,chills,shortness of breath,sweats,anthrax
cow,2,102.8,blisters on tongue,lameness,loss of appetite,foot and mouth
sheep,9,101.2,painless lumps,loss of appetite,depression,lumpy virus
buffalo,9,103.1,loss of appetite,difficult breathing,depression,pneumonia
buffalo,13,103.2,depression,difficulty walking,loss of appetite,blackleg
sheep,3,104.3,loss of appetite,depression,difficult breathing,pneumonia
goat,3,100.4,swelling in abdomen,chest discomfort,fatigue,anthrax
goat,10,102.7,chills,swelling in neck,fatigue,anthrax
buffalo,4,100.8,crackling sound,loss of appetite,swelling in limb,blackleg
goat,10,104.9,fatigue,chills,chest discomfort,anthrax
sheep,2,101.9,nasal discharge,loss of appetite,depression,pneumonia
buffalo,3,101.2,loss of appetite,depression,nasal discharge,pneumonia
sheep,4,104.6,swelling in muscle,crackling sound,lameness,blackleg
buffalo,12,104.7,painless lumps,depression,loss of appetite,lumpy virus
sheep,10,103.8,loss of appetite,painless lumps,depression,lumpy virus
cow,4,102.3,difficult breathing,loss of appetite,depression,pneumonia
cow,1,100.8,depression,loss of appetite,painless lumps,lumpy virus
goat,3,103.8,loss of appetite,sores on gums,difficulty walking,foot and mouth
sheep,5,101.2,chills,sweats,chest discomfort,anthrax
buffalo,2,104.2,depression,loss of appetite,painless lumps,lumpy virus
goat,6,103.3,chest discomfort,sweats,shortness of breath,anthrax
cow,8,101.0,loss of appetite,sores on mouth,lameness,foot and mouth
cow,13,104.4,nasal discharge,depression,loss of appetite,pneumonia
buffalo,10,100.2,loss of appetite,depression,difficult breathing,pneumonia
goat,9,103.9,chills,sweats,fatigue,anthrax
goat,2,104.8,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,3,100.2,chills,shortness of breath,fatigue,anthrax
goat,1,100.8,shortness of breath,chest discomfort,sweats,anthrax
goat,9,100.6,crackling sound,depression,loss of appetite,blackleg
buffalo,4,100.4,painless lumps,loss of appetite,depression,lumpy virus
buffalo,11,101.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,15,102.7,lameness,loss of appetite,sores on hooves,foot and mouth
buffalo,15,101.7,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,15,100.6,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
cow,8,101.3,shortness of breath,chills,chest discomfort,anthrax
cow,15,101.6,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,10,101.7,swelling in extremities,shortness of breath,chills,anthrax
goat,4,104.0,loss of appetite,depression,painless lumps,lumpy virus
cow,8,103.2,loss of appetite,lameness,blisters on mouth,foot and mouth
sheep,2,103.3,lameness,crackling sound,loss of appetite,blackleg
buffalo,4,102.0,crackling sound,depression,loss of appetite,blackleg
buffalo,15,100.9,chest discomfort,swelling in abdomen,chills,anthrax
buffalo,5,103.9,crackling sound,swelling in muscle,depression,blackleg
buffalo,12,101.7,lameness,loss of appetite,blisters on hooves,foot and mouth
cow,6,102.2,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,4,104.5,chest discomfort,chills,swelling in extremities,anthrax
sheep,2,100.3,shortness of breath,chest discomfort,chills,anthrax
buffalo,4,104.5,shortness of breath,chest discomfort,swelling in neck,anthrax
goat,5,103.9,depression,loss of appetite,painless lumps,lumpy virus
cow,14,101.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,100.7,fatigue,swelling in extremities,shortness of breath,anthrax
goat,7,103.2,depression,loss of appetite,painless lumps,lumpy virus
sheep,4,100.7,depression,coughing,loss of appetite,pneumonia
buffalo,1,102.1,lameness,sores on tongue,loss of appetite,foot and mouth
goat,8,103.4,swelling in muscle,loss of appetite,crackling sound,blackleg
cow,3,100.8,blisters on gums,lameness,loss of appetite,foot and mouth
cow,12,104.5,loss of appetite,lameness,blisters on mouth,foot and mouth
buffalo,14,104.5,depression,nasal discharge,loss of appetite,pneumonia
goat,8,101.6,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,10,103.8,depression,loss of appetite,difficult breathing,pneumonia
cow,15,104.1,loss of appetite,depression,coughing,pneumonia
cow,15,102.1,sores on tongue,lameness,loss of appetite,foot and mouth
sheep,10,104.2,difficulty walking,swelling in muscle,depression,blackleg
goat,9,100.6,loss of appetite,depression,nasal discharge,pneumonia
sheep,2,100.5,depression,loss of appetite,painless lumps,lumpy virus
buffalo,5,100.9,loss of appetite,nasal discharge,depression,pneumonia
buffalo,9,102.4,loss of appetite,depression,coughing,pneumonia
buffalo,2,101.7,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,6,103.2,depression,lameness,loss of appetite,blackleg
goat,2,103.5,loss of appetite,difficult breathing,depression,pneumonia
buffalo,7,102.4,depression,loss of appetite,swelling in muscle,blackleg
goat,3,104.8,loss of appetite,depression,painless lumps,lumpy virus
sheep,9,102.1,swelling in limb,difficulty walking,loss of appetite,blackleg
cow,14,104.8,difficult breathing,depression,loss of appetite,pneumonia
goat,3,101.5,sores on hooves,loss of appetite,lameness,foot and mouth
goat,4,102.7,depression,loss of appetite,difficult breathing,pneumonia
cow,6,101.3,sweats,chest discomfort,chills,anthrax
buffalo,13,102.1,painless lumps,depression,loss of appetite,lumpy virus
goat,9,103.5,depression,loss of appetite,coughing,pneumonia
goat,3,100.5,chest discomfort,swelling in neck,fatigue,anthrax
cow,9,100.1,depression,painless lumps,loss of appetite,lumpy virus
cow,4,104.8,depression,painless lumps,loss of appetite,lumpy virus
goat,1,101.8,fatigue,chest discomfort,shortness of breath,anthrax
sheep,3,104.9,painless lumps,depression,loss of appetite,lumpy virus
sheep,8,102.1,depression,coughing,loss of appetite,pneumonia
goat,8,101.2,lameness,loss of appetite,sores on mouth,foot and mouth
cow,14,103.7,painless lumps,loss of appetite,depression,lumpy virus
goat,10,100.9,depression,crackling sound,lameness,blackleg
sheep,5,102.0,coughing,loss of appetite,depression,pneumonia
sheep,5,103.0,swelling in abdomen,sweats,chills,anthrax
sheep,8,102.6,depression,loss of appetite,coughing,pneumonia
sheep,1,104.0,depression,loss of appetite,painless lumps,lumpy virus
buffalo,15,101.9,depression,painless lumps,loss of appetite,lumpy virus
cow,6,103.3,depression,coughing,loss of appetite,pneumonia
cow,12,103.5,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
buffalo,14,101.3,difficult breathing,loss of appetite,depression,pneumonia
sheep,4,100.8,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,13,102.8,depression,difficulty walking,crackling sound,blackleg
cow,8,101.9,loss of appetite,sores on gums,lameness,foot and mouth
